SIO2(WT%),AL2O3(WT%),FEOT(WT%),MGO(WT%),CAO(WT%),NA2O(WT%),K2O(WT%),TIO2(WT%),CR2O3(WT%)
62.2,16.6,5.44,2.82,5.1,4.29,2.09,0.72,0.00847728
63.4,16.7,4.54,2.55,4.5,4.13,2.23,0.62,0.00979272
63.45,16.25,4.9,2.59,4.96,4.25,2,0.62,0.00891576
60.85,16.05,5.81,3.65,6.26,3.85,1.83,0.65,0.014616
63.65,16.1,4.89,2.25,4.72,4.2,2.1,0.61,0.00482328
58.7,17,6.32,3.35,6,3.8,1.55,0.72,0.00774648
65,16.1,4.2,2.07,3.98,4.35,2.53,0.55,0.00599256
61.4,16.8,5.54,2.49,5.17,4.14,1.96,0.7,0.0043848
62.55,16.8,5.42,2.4,5.06,4.15,1.96,0.67,0.0043848
61.1,16.44,5.51,3.48,5.6,3.9,1.83,0.62,0.01403136
62,16.8,5.12,2.41,5.05,4.19,2,0.66,0.00423864
62.5,16.7,5.02,2.59,4.95,4.16,2.16,0.65,0.0087696
62,16.6,5.17,2.7,4.95,4.17,2.11,0.66,0.00672336
62.45,16.5,5.08,2.69,4.96,4.15,2.14,0.65,0.00701568
64.6,16.2,4.77,2.25,4.6,4.15,2.14,0.61,0.0043848
66.5,16.15,3.78,1.63,3.67,4.28,2.56,0.54,0.00336168
61.8,16.55,5.01,2.69,4.93,3.95,2.25,0.68,0.0087696
61.7,16.34,5.15,2.85,4.9,4,2.24,0.7,0.00979272
61.7,16.3,5.4,3.5,5.18,4,2.07,0.68,0.01359288
62.5,16.9,5.06,2.4,4.48,4.1,2.38,0.71,0.00570024
67,15.5,3.76,1.63,3.84,4.16,2.37,0.52,0.0029232
61.8,16.44,5.49,2.86,5.25,4.02,2,0.73,0.00789264
62.5,16.08,5.26,3.15,5.4,3.85,2.02,0.63,0.01183896
65.5,16.3,4.01,1.74,3.94,4.12,2.4,0.51,0.00350784
67,15.8,3.84,1.53,3.75,4.07,2.4,0.49,0.00336168
63,15.85,5,3.25,5.09,4.06,1.99,0.61,0.0131544
60.8,16.3,5.53,3.45,5.65,3.86,1.96,0.72,0.01505448
61.3,16.2,5.35,3.7,5.95,3.95,1.94,0.71,0.0160776
63,15.8,4.63,2.52,4.82,3.88,2.32,0.63,0.0080388
60.6,16.3,5.58,3.04,5.65,4.12,1.9,0.8,0.01183896
62.5,16.05,4.99,3.19,5.1,4.05,1.99,0.66,0.01549296
63,15.85,4.59,2.56,4.9,4.07,2.1,0.63,0.01008504
63.1,16.45,4.72,2.46,4.52,4.13,2.38,0.65,0.00716184
62.4,16.45,5.22,2.66,4.9,4.14,2.18,0.75,0.00774648
62.5,16.25,5.33,2.75,4.94,4.02,2.14,0.76,0.0080388
65.5,16.22,3.69,1.51,3.72,4.14,2.44,0.47,0.00175392
65.2,16.1,3.6,1.5,3.67,4.1,2.38,0.46,0.00175392
64.6,16.23,4.31,2.13,4.15,4.16,2.37,0.6,0.00540792
62.5,16.35,5.03,2.7,4.75,4.07,2.25,0.68,0.00920808
62.5,16.65,4.92,2.66,4.77,4.16,2.17,0.68,0.00745416
60.55,16.72,5.4,2.77,5.08,4.03,1.79,0.7,0.00686952
64,16.3,4.29,2.1,4.22,4.05,2.32,0.59,0.00555408
64.7,15.7,4.3,1.94,4.18,4.25,2.25,0.58,0.00409248
64.85,16.05,4.29,2.25,4.15,4.22,2.4,0.56,0.00774648
63.6,16.6,4.59,2.05,4.1,4.5,2.25,0.61,0.00380016
63.6,16.55,4.37,2,4.12,4.5,2.3,0.59,0.00336168
63.5,16.65,4.81,2.4,4.7,4.45,2.12,0.65,0.00496944
63.5,16.4,4.72,2.38,4.5,4.3,2.18,0.66,0.007308
63.3,16.6,4.81,2.28,4.75,4.46,2.14,0.71,0.00394632
64.3,16.45,4.79,2.28,4.75,4.4,2.07,0.65,0.00599256
65.6,16,4.21,2.24,4.24,4.2,2.4,0.56,0.007308
63.55,16.29,4.89,2.4,4.75,4.42,2.12,0.65,0.00540792
64.6,16.3,4.55,2.42,4.45,4.3,2.32,0.61,0.00760032
61,16.1,5.53,3.45,5.82,3.93,1.9,0.65,0.01256976
63.4,16.5,4.95,2.6,5.05,4.26,1.95,0.64,0.00847728
61.9,16.4,5.42,2.75,5.25,4.18,2.04,0.73,0.0065772
66.8,16.25,2.77,0.97,3.34,4.2,2.48,0.5,0.00350784
66.8,15.9,3.55,1.3,3.45,4.5,2.66,0.51,0.0021924
68.5,15.28,3.44,1.31,3.5,4.22,2.5,0.48,0.00160776
67,16,3.51,1.24,3.36,4.26,2.56,0.49,0.0021924
62.55,16.25,4.72,2.5,4.5,3.88,2.44,0.69,0.00789264
62.7,16.12,4.42,2.36,4.16,3.75,2.75,0.67,0.00745416
62.75,15.92,5.19,2.37,4.52,3.94,2.26,0.74,0.00686952
64.5,16.67,3.7,1.48,3.75,4.01,2.67,0.67,0.00643104
63.5,16.75,4.7,2.34,4.7,4.21,2.23,0.6,0.00760032
63.3,16.6,4.81,2.12,4.25,4.16,2.31,0.67,0.00350784
65.6,16.3,3.78,1.3,2.89,3.95,2.77,0.57,0.00336168
67,15.7,3.79,1.5,3.53,4.12,2.67,0.59,0.0029232
66.5,15.92,4.01,1.52,3.38,4.07,2.69,0.6,0.00321552
64.3,15.85,4.34,2.43,4.35,3.73,2.43,0.6,0.00993888
64.5,15.9,4.63,2.11,4.25,3.78,2.96,0.68,0.00847728
64.3,16.2,3.93,2.19,4.24,3.92,2.32,0.61,0.007308
63.5,16.1,4.8,2.14,3.57,3.48,2.99,0.68,0.00672336
59.75,16.37,6.04,3.54,5.9,3.85,1.94,0.88,0.01914696
59.5,16.4,5.76,3.5,6.05,3.7,2.1,0.86,0.01695456
58.8,16.5,6.03,3.8,6,3.5,2.01,0.89,0.02104704
59.8,17.8,5.53,2.46,5.19,3.88,2.37,0.82,0.00570024
59.4,17.29,6.34,2.77,5.3,3.88,1.89,0.87,0.00350784
60,17.1,6.21,3,5.8,3.8,1.87,0.84,0.0058464
58.8,16.8,6.66,3.82,6.6,3.74,1.62,0.9,0.010962
58.5,16.95,6.79,3.83,6.4,3.61,1.62,0.91,0.01110816
58.8,17.15,6.66,3.34,6.28,3.58,1.73,0.86,0.00628488
58.3,17.05,5.74,4.1,6.7,3.22,1.48,0.92,0.01432368
57,17.7,6.6,3.54,6.94,3.73,1.46,0.92,0.00555408
58,16.9,6.43,4.15,6.35,3.54,1.88,0.9,0.01943928
57.4,18.3,6.57,3.3,6.8,3.68,1.4,0.84,0.00277704
60,16.8,6.09,3.36,5.4,3.55,2.07,0.84,0.0153468
57.7,17.3,6.21,3.7,6.7,3.7,1.76,0.88,0.01213128
62.6,16.8,5.24,1.5,4.4,4.5,2.3,0.92,0.00058464
61,18.3,5.04,1.68,5.32,4.4,2.1,0.86,0.0029232
61,18.3,4.89,1.69,5.17,4.36,2.13,0.85,0.00277704
60.5,18.25,5.07,1.68,5.2,4.25,2.08,0.87,0.00306936
60,18.35,5.2,1.5,5.8,4.2,1.74,0.85,0.00058464
59.2,15.05,5.57,4.5,6.35,3.65,2.9,0.83,0.025578
59.3,15.08,5.63,4.53,6.5,3.62,2.9,0.84,0.02601648
59.5,15.35,5.51,4.26,6.2,3.7,2.78,0.81,0.02309328
57.3,16.5,7.63,5.42,7.12,3.52,0.76,0.67,0.033766001
57.4,16.35,7.47,4.8,6.8,3.35,0.88,0.64,0.0197316
65,16.5,4.68,1.64,4.76,4.3,1.13,0.52,0.00175392
60.6,16.5,6.46,3.87,6.08,3.74,1.09,0.6,0.0190008
53.5,19.25,5.74,1.68,5.75,6.68,4.19,0.73,0.000653335
43.1,13.68,10.3,10.4,13,3.14,1.51,1.59,0.064536948
57.02,18.02,5.46,1.98,6.87,4.24,2.05,0.93,0.00263088
60.19,17.53,5.81,2.34,6.04,4.26,2.44,0.96,0.00306936
60.19,17.53,5.81,2.34,6.04,4.26,2.44,0.96,0.00190008
56.06,17.61,6.73,4.49,7.76,3.6,1.85,0.948,0.008813448
57.05,17.11,6.41,4.15,7.03,3.67,1.99,0.948,0.008024184
66.44,15.92,3.01,1.1,3.27,4.49,3.14,0.48,0.00190008
65.05,15.87,3.87,1.99,3.98,4.01,3.27,0.64,0.00613872
66.66,14.76,3.37,1.47,3.12,3.8,3.87,0.51,0.00467712
65.18,15.68,4.29,1.99,4.13,3.99,3.47,0.64,0.00818496
60.48,18.08,5.01,1.71,5.47,4.62,2.79,0.917,0
66.78,15.41,3.66,1.67,3.55,3.91,3.66,0.6,0.00394632
63.52,16.03,4.64,2.5,4.69,3.94,3.08,0.731,0.00745416
57.89,17.21,6.42,3.98,6.77,3.85,2.2,0.91,0.01256976
61.15,16.9,5.22,2.72,5.26,4.1,2.67,0.81,0.00453096
67.86,15.36,3.37,1.43,3.21,3.95,3.9,0.53,0.003654
67.67,15.04,3.45,1.56,3.2,3.84,3.96,0.52,0.002952432
64.06,15.82,4.33,2.06,4.59,3.79,3.52,0.656,0.0043848
69.97,14.67,4.54,0.37,2.68,4.21,1.51,0.22,0.00789264
49.2,19.1,12.54,2.7,9.09,3.66,0.62,0.73,0.00321552
51.22,19.02,12.21,3.59,7.22,3.9,0.7,0.6,0.0175392
52.01,17.6,11.86,3.67,7.37,3.71,0.54,0.72,0.0021924
54.62,17.1,10.57,2.1,7.95,3.58,0.67,0.6,0.0124236
57.8,16.94,8.74,2.33,6.3,3.38,1.34,1,0.00891576
61.1,16.05,5.26,2.32,5.67,4.91,1.3,0.61,0.00277704
61.18,17.52,5.35,2.28,5.55,4.62,1.23,0.65,0.00248472
54.28,17.42,9.6,4.61,8.66,3.34,0.81,1.03,0.00540792
48.95,15.08,10.81,7.75,7.94,3.68,1.48,1.85,0.0372708
49.54,15.57,10.41,7.09,8.06,3.69,1.45,1.74,0.04224024
48.63,17.14,9.48,5.11,9.49,3.89,1.45,1.94,0.00979272
58.98,17.48,5.7,4.37,5.53,4.35,1.53,1.28,0.00745416
68.53,14.52,5.01,2.28,2.33,4.76,1.35,0.49,0.0014616
78.22,11.48,1.02,0.36,0.8,3.41,1.68,0.17,0.00102312
62.89,17.7,4.6,2.21,1.88,2.15,4.84,0.74,0.00833112
41.9,14.21,10.82,6.64,17.47,2.95,1.5,3.1,0.03127824
68.99,14.79,3.81,1.77,1.14,2.69,4.69,0.83,0.00540792
51.09,18.74,8.3,5.34,8.67,3.12,1.39,2.12,0.03157056
49.93,16.32,8.85,7.52,9.09,3.4,0.44,2.04,0.01052352
48.98,16.75,8.85,6.69,14.59,1.2,1.07,1.7,0.1841616
69.5,14.2,4.21,1.64,0.53,2.4,4.3,0.68,0.00818496
69.35,14.38,4.16,1.45,1.27,2.92,4.85,0.71,0.0058464
47.5,15.4,10.93,7.5,7.31,4.15,1.45,1.85,0.0299628
47.5,15.5,11.01,7.55,7.32,4.05,1.39,1.85,0.03040128
47.7,15.5,11,7.52,7.26,4.19,1.61,1.86,0.0299628
47.4,16,10.55,9.4,10,2.49,0.47,1.05,0.0504252
44.7,15.6,10.7,8.51,9.48,3.9,2.34,2.72,0.02645496
44.8,14.2,11.58,9.65,8.93,2.44,2.21,2.92,0.02762424
48.3,15.1,10.95,8.76,8.5,3.12,1.23,1.83,0.03230136
46,15.3,9.34,8.58,7.59,4.81,2.88,2.4,0.0336168
46.5,15.5,10.15,10.25,9.18,3.02,1.48,1.97,0.0467712
68.14,14.87,2.64,1.43,2.69,3.68,3.94,0.65,0.003654
65.93,16.15,3.32,1.55,2.87,3.67,4.55,0.67,0.00336168
69.07,15.1,2.81,1.16,2.39,3.57,4.57,0.57,0.00467712
52.42,15.4,8.12,6.32,8,3.54,1.74,2.56,0.0518868
52.61,5.99,7.71,6.91,7.82,4.01,1.84,1.14,0.03376296
53.21,15.54,7.85,6.44,8,3.47,1.91,1.33,0.06124104
53.77,16.52,8.1,4.21,6.74,4.04,2.5,2.03,0.02104704
53.81,16.5,7.83,5.33,7.72,4.28,2.07,1.14,0.03814776
54.02,15.3,7.92,6.45,7.64,3.36,1.84,1.25,0.0562716
54.45,16.36,7.76,4.41,7.29,3.49,2.34,1.56,0.03127824
55.92,14.9,7.02,5.47,6.94,3.66,2.37,1.22,0.05057136
56.7,15.73,7.55,4.75,6.57,3.35,2.2,1.32,0.03171672
59.46,15.6,6.22,3.53,6.01,3.5,2.64,1.12,0.03376296
49.94,16.3,9.88,6.97,9.05,3.8,1.2,1.75,0.0380016
47.66,15.97,10.12,7.5,7.37,4.56,2.55,2.22,0.02601648
47.19,15.41,10.19,7.86,8.82,3.92,1.81,2.01,0.03098592
48.5,15.99,10.41,7.6,8.94,3.9,1.59,1.95,0.03917088
48.73,15.86,10.09,8.1,7.87,3.89,2.09,2.09,0.03113208
48.77,15.85,10.11,8.16,7.89,3.88,2.08,2.09,0.03200904
48.34,15.3,10.59,8.68,8.02,4.19,1.95,2.03,0.03463992
48.88,15.54,9.94,7.94,7.78,4.12,1.91,1.91,0.03624768
46.52,15.14,11.23,9.01,8.58,3.92,2.04,2.09,0.03566304
48.66,15.76,10.02,8.73,8.23,3.75,1.62,1.9,0.0387324
49.27,16.71,9.63,6.45,8.79,4.25,1.82,1.93,0.0248472
46.57,16.02,10.77,8.2,8.17,4.5,2.38,2.28,0.02104704
45.34,15.46,10.81,8.04,7.93,4.35,2.31,2.17,0.02104704
45.61,15.71,10.71,8.14,8.1,4.34,2.41,2.28,0.01987776
47.78,15.41,9.99,7.83,9.07,3.45,2.01,1.54,0.03960936
46.58,14.98,10.25,7.81,8.14,4.05,2.53,2.46,0.02718576
47.03,14.97,10.48,8.36,8.75,3.42,2.15,1.87,0.0306936
48.14,15.01,9.95,8.85,8.1,3.44,2.01,1.62,0.04224024
47.68,16.63,9.51,6.32,8.89,3.95,2.22,1.96,0.02031624
47.84,16.64,9.4,6.26,8.92,3.95,2.26,1.98,0.02177784
47.55,15.55,9.74,7.8,8.91,3.59,2.04,1.74,0.03829392
52.5,15.08,8.67,6.68,9.44,3.04,0.9,1.32,0.00920808
63.1,17.25,3.28,2.32,5.18,4.42,1.41,0.55,0.00321552
58.08,16.21,6.97,4.28,6.19,3.85,2.67,1.22,0.01929312
55.97,16.59,7.69,4.85,6.87,3.67,2.09,1.16,0.01783152
52.52,15.57,9.66,6.36,8.3,3.86,0.69,1.62,0.02820888
50.58,14.57,8.2,7.41,7.7,3.33,2.72,1.46,0.02835504
51.75,16.1,8.39,6.64,7.17,2.47,3.03,1.51,0.02879352
54.51,15.7,7.05,6.15,6.88,2.41,2.91,1.39,0.0241164
60.11,13.95,5.53,3.08,4.02,2.9,4.52,1.32,0.01710072
59.87,14.41,5.32,2.89,3.88,3.11,4.7,1.31,0.01549296
62.61,14.11,5.23,2.74,3.75,2.51,4.43,1.17,0.01783152
55.3,16.9,7.92,5.55,7.5,3.58,0.82,0.83,0.02952432
55.5,17.75,7.56,4.13,7.5,3.94,1.01,0.9,0.00496944
61.4,15.9,5.78,3.55,6,3.68,1.34,0.58,0.01213128
62.5,16.3,5.46,2.82,5.45,3.85,1.47,0.57,0.00643104
62.6,16,5.39,2.8,5.45,4.06,1.49,0.58,0.0087696
62.7,16,5.32,2.78,5.45,3.91,1.49,0.58,0.00862344
64,16.4,4.98,2.28,5.37,4.15,1.48,0.58,0.00321552
64.2,16.25,4.8,2.17,5.22,3.92,1.41,0.56,0.00321552
56.8,17.4,7.24,4.13,7.4,3.62,0.88,0.7,0.0102312
61,16.2,6.14,3.68,5.75,3.87,1.15,0.66,0.0204624
61.8,16.2,5.96,3.54,5.8,3.98,1.07,0.61,0.0168084
62,16,6.05,3.41,5.7,3.84,1.2,0.66,0.01710072
62,16.2,5.49,3.7,5.7,3.97,1.29,0.57,0.0204624
62.1,16.4,5.72,2.91,5.75,3.84,1.33,0.63,0.00906192
62.4,16.3,5.89,3,5.8,3.81,1.26,0.65,0.00979272
62.8,16,5.22,2.68,5.24,4.03,1.51,0.57,0.00745416
63.3,16,4.95,2.75,4.95,4.22,1.35,0.54,0.0087696
63.4,15.85,5.37,2.69,5.4,4.04,1.24,0.59,0.00760032
63.5,16,4.99,2.58,5.15,4.1,1.32,0.54,0.00862344
63.6,16,5.21,2.54,5.25,4.06,1.25,0.57,0.00833112
64,16,4.83,2.18,4.82,4.17,1.58,0.55,0.0043848
64.25,16.4,4.9,2.45,5.1,4.15,1.35,0.55,0.00628488
64.3,16,5.04,2.51,5.02,4.02,1.33,0.57,0.00745416
64.35,15.8,4.53,2.18,4.95,4.1,1.37,0.52,0.00526176
64.8,15.9,4.98,2.35,4.98,4.07,1.35,0.56,0.00643104
65,16.25,4.68,2.14,4.85,4.29,1.38,0.53,0.0043848
66.5,15.4,3.96,1.79,4.3,4.24,1.52,0.48,0.0051156
70,14.85,2.5,0.68,3.06,4.54,1.42,0.32,0.00087696
67.5,16.65,3.12,0.94,3.95,4.52,1.4,0.34,0.00058464
68.1,15.9,3.19,0.99,3.77,4.4,1.45,0.36,0.0007308
59.8,15.65,5.94,4.45,6.35,3.85,1.65,0.6,0.0190008
61.9,15.25,5.55,3.68,5.92,3.88,1.59,0.6,0.01549296
62,15.52,5.55,3.54,5.76,3.95,1.6,0.6,0.01476216
62.3,15.38,5.4,3.39,5.83,3.93,1.57,0.58,0.01490832
61.9,16.78,5.09,2.93,5.8,3.72,1.38,0.57,0.0095004
62.2,17.05,4.8,2.77,5.85,3.78,1.39,0.57,0.01037736
62.5,16.25,5.31,2.82,5.2,3.95,1.5,0.57,0.00847728
62.5,15.9,5.26,2.79,5.2,3.85,1.48,0.58,0.0080388
62.65,16,5.28,2.82,5.3,3.96,1.5,0.58,0.00979272
62.7,16.1,5.25,2.77,5.5,4.02,1.44,0.63,0.00760032
63.5,16,5.04,2.63,5.1,4,1.42,0.55,0.01140048
64.1,16.5,4.37,1.66,4.7,4.06,1.43,0.54,0.00116928
61,15.4,5.76,4.38,6.34,3.65,1.12,0.59,0.0306936
62.9,16.3,5.08,2.67,5.27,4.1,1.31,0.56,0.00818496
63,16,4.81,2.46,4.9,4.2,1.36,0.56,0.00672336
63.4,16.1,4.99,2.7,5.2,4.05,1.44,0.55,0.010962
63.5,16.25,4.86,2.42,5.2,4.15,1.29,0.53,0.00599256
63.5,16,4.95,2.5,5.15,4.02,1.34,0.53,0.00847728
63.5,16.12,4.82,2.11,5,3.84,1.36,0.55,0.00394632
63.5,16.4,5.02,2.55,5.2,4.2,1.35,0.57,0.00774648
63.6,17,4.86,1.8,4.95,4.21,1.19,0.5,0.00204624
64,16.1,4.72,2.41,4.95,4.14,1.36,0.53,0.00745416
64,16,4.7,2.16,5.03,3.94,1.5,0.55,0.00409248
64,16.75,4.62,1.67,4.6,4.3,1.27,0.47,0.00233856
64,16.2,4.87,2.44,5.1,4.14,1.33,0.54,0.00628488
64,16.3,4.95,2.54,5.1,4.2,1.37,0.56,0.00862344
64.2,15.9,4.59,2.19,4.86,4.16,1.51,0.53,0.00526176
64.3,15.65,4.56,2.1,5,3.93,1.34,0.52,0.00540792
64.3,15.8,4.81,2.19,4.93,4.12,1.5,0.55,0.00482328
64.35,15.75,4.58,2.25,5.13,4,1.32,0.53,0.00555408
64.4,15.9,4.33,2,4.85,3.91,1.56,0.46,0.00423864
64.6,15.7,4.65,2.17,4.97,3.95,1.47,0.53,0.00555408
64.8,16.05,4.33,1.87,4.74,4.13,1.48,0.46,0.00350784
65.9,16,3.8,1.51,4.4,4.2,1.46,0.42,0.00131544
66.25,16.1,3.93,1.6,4.5,4.2,1.49,0.43,0.0014616
66.1,16.35,4.14,1.83,4.55,4.02,1.47,0.46,0.00263088
67.5,16.45,3.35,1.07,3.88,4.46,1.41,0.37,0.00065772
67.7,16.15,3.13,1.06,3.73,4.47,1.44,0.34,0.00065772
61.9,15.35,5.65,3.74,6.12,3.8,1.55,0.61,0.01593144
62,15.32,5.33,3.54,5.8,3.85,1.62,0.58,0.01520064
62.5,15.6,5.51,3.42,5.7,3.78,1.6,0.61,0.014616
60.87,16.5,5.36,3.1,5.51,3.29,2.11,0.7,0.00599256
61.44,16.23,5.22,2.96,5.33,3.33,2.26,0.69,0.00570024
57.58,16.35,6.65,5.56,7.22,3.09,1.6,0.81,0.02280096
63.88,15.76,4.42,2.38,4.64,3.51,2.72,0.64,0.00321552
61.31,16,5.19,3.26,5.39,3.54,2.03,0.75,0.00774648
64.23,15.4,4.42,2.59,4.54,3.17,2.52,0.59,0.00467712
64.01,15.62,4.5,2.59,4.62,3.07,2.39,0.64,0.00613872
62.47,15.79,5,3.11,5.03,3.28,2.21,0.7,0.00686952
67.64,14.51,3.37,1.85,3.1,3.22,3.11,0.49,0.00526176
62.01,15.51,5.22,3.21,5.13,3.27,2.22,0.72,0.00672336
62.46,15.97,4.63,2.87,4.92,3.03,2.44,0.64,0.00570024
64.98,15.36,4.3,2.53,4.16,2.7,2.56,0.6,0.00672336
63.99,15.4,4.46,2.57,4.71,3.37,2.46,0.65,0.00643104
60.6,16.22,5.3,3.44,5.55,3.39,1.99,0.74,0.00672336
61.14,16,5.26,3.25,5.45,3.43,2.06,0.75,0.00716184
66.58,14.62,3.64,2.23,3.77,3.43,2.89,0.5,0.00599256
61.02,15.74,5.3,3.44,5.46,3.36,2.02,0.75,0.00906192
67.31,14.45,3.31,1.96,3.4,3.42,3.01,0.49,0.00555408
62.45,15.57,4.8,2.99,4.87,3.61,2.26,0.7,0.00643104
63.51,15.28,4.62,2.73,4.64,3.38,2.41,0.65,0.00701568
63.37,15.23,4.49,2.85,4.74,3.44,2.39,0.64,0.00789264
59.17,16.03,6.15,4.21,6.14,3.3,1.73,0.83,0.00906192
58.34,15.9,5.97,4.23,6.44,3.22,1.8,0.79,0.01052352
58.05,16.17,6.33,4.49,6.54,3.21,1.68,0.86,0.01052352
59.86,15.82,5.88,3.98,5.9,3.24,1.98,0.8,0.01037736
59.17,16.24,5.98,4.11,6.18,3.27,1.75,0.82,0.01066968
59.02,16.17,6.06,4.26,6.06,3.24,1.79,0.84,0.00979272
59.08,16.38,6.07,4.15,5.99,3.28,1.64,0.79,0.00964656
63.84,16.04,4.79,2.72,4.93,3.42,2.45,0.65,0.00540792
62.39,16.03,4.99,2.72,5.07,3.27,2.35,0.69,0.007308
56.13,16.78,7.14,5.71,7.08,3.63,1.28,0.91,0.01227744
62.36,16.68,5.02,3.1,5.57,3.88,2.22,0.68,0.00453096
65.54,15.03,4.08,2.51,4.28,3.61,2.65,0.63,0.0043848
67.04,15.66,3.76,2.03,3.93,3.82,2.93,0.57,0.00263088
65.14,15.91,4.52,2.54,4.69,3.65,2.55,0.66,0.00394632
65.46,15.15,4.26,2.62,4.4,3.56,2.68,0.65,0.0051156
64.9,16.14,4.28,1.81,4.42,3.8,2.47,0.65,0.00233856
56.67,17.23,7.07,5.17,7.73,3.45,1.37,0.91,0.00701568
58.86,17.11,6.49,4,6.56,3.43,1.69,0.88,0.0065772
67.18,15.35,3.84,2.1,4.23,3.64,2.48,0.56,0.00321552
62.2,16.4,4.9,2.3,4.9,3.5,3.2,0.85,0.00160776
60.2,16.7,5.6,3.2,5.5,3.8,2.8,0.84,0.00570024
52.7,16.1,8.6,6.6,8.5,3.4,1.6,1.33,0.03230136
62.7,16.3,4.7,2.3,4.5,3.9,3.1,0.8,0.00263088
57.1,16.8,5.7,3.8,7.6,3.5,1.9,0.94,0.00833112
52.46,16.54,8.52,5.34,8.37,3.69,1.72,1.46,0
52.25,17.18,8.36,5.09,8.19,3.54,1.71,1.34,0.01330056
57.15,16.53,6,2.84,5.78,5.23,2.85,1.26,0
60.33,16.37,5.11,2.4,5.02,4.67,3.2,1.03,0
51.43,16.71,8.13,7.3,8.72,3.37,1.38,1.21,0.05437152
58.78,16.88,5.68,2.77,5.61,4.31,2.87,1.03,0.00540792
60.65,16.98,5.22,2.31,4.96,4.56,3.05,0.99,0.00409248
55.81,17.2,6.76,3.37,6.4,4.8,2.09,1.44,0
58.67,16.39,5.98,3.03,5.56,3.64,3.1,0.96,0.00540792
54.81,17.51,7.11,3.83,7.72,4.06,1.92,1.32,0.00628488
55.25,17.44,7.08,3.72,7.35,4.14,2.09,1.35,0.00613872
59.1,16.4,5.87,3.12,5.41,3.73,3.1,0.99,0
58.64,16.51,5.78,2.76,5.71,4.78,2.24,1.17,0
58.12,16.35,6.04,3.02,5.9,4.95,2.65,1.22,0
59.04,16.25,5.59,2.56,5.34,5.05,2.69,1.16,0
54.76,16.47,6.65,3.39,6.64,4.96,1.92,1.37,0
56.19,16.4,6.27,3.14,6.21,5.01,2.17,1.29,0
58.33,17.07,5.88,2.96,5.99,4.69,2.71,1.12,0.00643104
58.85,16.4,5.97,2.94,5.41,4.42,2.63,1.14,0.00833112
58.49,16.66,5.95,3.07,5.74,4.38,2.58,1.12,0.00847728
59.08,16.78,5.98,3.02,5.67,4.47,2.59,1.12,0.00847728
58.23,17.19,5.86,2.13,4.9,4.74,3.17,1.07,0.00570024
62.42,16.06,4.64,2,4.45,4.66,3.05,0.92,0.00423864
59.8,16.93,5.32,2.35,5.01,4.78,2.93,1.05,0.003654
55.68,16.96,6.51,3.05,6.66,5.14,2.61,1.25,0.007308
56.2,16.49,6.41,3.07,6,4.17,3.13,1.42,0
59.21,17.3,5.82,2.31,5.06,4.86,2.94,1.12,0
65.2,16.05,4.63,0.1,1.7,5.14,5.66,0.23,0.00043848
60.9,16.55,6.42,0.62,2.4,5.86,4.68,0.6,0.00021924
58.68,19.32,5.9,1.95,6.66,3.73,1.73,1.05,0.000847728
74.44,13.56,1.4,0.84,1.44,2.45,5.45,0.21,0.000175392
74.54,13.12,1.38,0.41,1.19,3.21,5.74,0.15,0.000993888
57.41,18.32,1.95,3,9.96,4.62,2.77,1.06,0.000350784
50.3,18.34,8.86,3.09,7.85,2.73,5.99,0.93,0.001300824
50.53,17.13,7.36,5.75,7.2,5.06,4.39,0.8,0.019614672
56.06,17.93,6.06,3.14,7.74,3.45,3.62,0.81,0.00065772
52.61,18.14,8.8,5,8.47,3.12,1.38,1.13,0.00518868
52.82,18.83,7.54,4.72,9.68,3.2,1.16,0.89,0.014367528
55.72,19.35,6.97,3.11,7.68,4.49,0.53,0.94,0.001914696
56.2,17.51,6.77,4.1,6.96,3.72,2.5,1.1,0.005597928
57.24,17.36,6.24,3.66,6.45,4.21,2.63,0.97,0.000643104
57.05,18.16,6.01,3.34,6.92,4.16,2.23,0.93,0.002864736
58.87,16.75,6.03,3.79,6.36,3.65,2.66,0.87,0.009544248
59.07,16.53,5.85,3.6,6.86,3.74,2.47,0.8,0.005276376
61.24,17.35,5.21,3.21,5.07,3.75,2.6,0.71,0.002075472
61.54,16.92,5.08,2.84,5.15,4.07,2.78,0.78,0.005714856
61.74,17.39,4.78,2.18,4.22,4.94,2.8,1.02,0.000350784
62.35,17.09,4.8,2.09,4.63,4.43,2.98,0.84,0.00080388
68.87,15.58,3.87,0.35,3.9,4.21,1.95,0.51,0.00226548
65.02,17.26,3.91,0.93,3.91,4.6,2.78,0.82,0.000204624
51.03,16.54,8.55,5.57,10.31,3.16,1.99,1.1,0.026294184
55.82,17.32,7.42,4.53,7.51,3.38,1.75,1.1,0.00701568
56.13,17.7,7.58,3.29,6.36,3.77,3.22,0.72,0.001271592
56.58,17.99,7.22,3.45,6.92,3.52,2.03,1.18,0.007512624
55.32,18.42,7.02,2.47,8.7,4.19,1.55,1.11,0.00270396
57.75,18.25,6.18,3.33,6.26,4.46,1.88,0.72,0.001417752
60.08,16.41,5.55,3.65,6.46,3.51,2.54,0.86,0.01490832
60.49,17.54,5.6,2.3,5.65,4.14,2.52,0.86,0.004647888
62.46,17.14,4.49,2.51,4.86,4.12,2.97,0.67,0.004282488
62.71,17.03,5.4,1.68,5.03,3.52,2.99,0.78,0.00299628
