SIO2(WT%),AL2O3(WT%),FEOT(WT%),MGO(WT%),CAO(WT%),NA2O(WT%),K2O(WT%),TIO2(WT%),CR2O3(WT%)
64.28,17.3,4.41,1.5,4.24,4.64,2.29,0.57,0.000993888
65.6,15.86,4.15,1.83,4.09,3.39,3.81,0.61,0.002806272
53.39,17.29,7.98,4.82,6.3,4.62,2.58,1.52,0.020506248
64.09,16.87,4.27,1.91,4.34,4.21,3.03,0.57,0.00014616
63.2,16.73,4.76,2.24,4.58,4.13,2.91,0.65,0.000496944
56.74,15.16,8.18,2.81,5.51,3.5,2.67,1.66,0.00555408
51.85,13.11,12.3,4.03,7.66,2.68,1.93,3.21,0.00672336
58.93,14.14,8.55,2.6,4.53,3.49,3.32,1.58,0.0043848
56.18,15.33,8.28,3.35,6.53,3.16,1.81,1.48,0.00760032
52.41,18.57,7.92,2.7,8.47,3.56,1.59,1.7,0.007308
56.58,14.94,8.43,3.34,6.26,3.53,2.12,1.54,0.00862344
51.87,17.72,9.73,5.98,9.72,2.96,0.6,1.05,0.01636992
56.05,16.46,9.84,3.27,7.8,3.74,1.14,1.42,0.00350784
58.98,14.73,8.51,3.47,6.13,3.55,1.97,1.08,0.00993888
61.57,15.2,7.7,2.11,5.01,4.21,1.93,1.11,0.00336168
53.68,15.8,10.75,4.91,8.87,3.35,0.85,1.26,0.01037736
52.91,14.97,11.86,4.73,8.12,3.16,1.3,1.88,0.01052352
53.58,15.24,11.8,3.81,7.86,3.36,1.48,1.83,0.0095004
71.14,13.89,4.32,0.29,1.72,5.34,2.87,0.38,0.00350784
53.22,16.16,11,5.11,9.52,3.32,0.59,1.14,0.01695456
51.23,17.18,10.02,6.7,9.56,2.85,0.48,1,0.0175392
52.04,18.13,8.95,6.13,10.59,2.87,0.36,0.86,0.01856232
52.64,16.74,11.03,4.24,8.95,3.35,0.72,1.12,0.0058464
52.64,16.68,10.75,4.15,8.99,3.37,0.71,1.1,0.0058464
51.26,16.73,10.36,5.84,9.66,2.92,0.68,1.11,0.0175392
54.7,16.08,10.46,4.22,8.59,3.46,0.88,1.26,0.00482328
57.07,15.66,11,2.99,6.7,4.02,1.31,1.35,0.00409248
54.96,15.75,9.36,3.96,7.84,3.55,0.97,1.19,0.00599256
52.72,17.41,9.61,5.25,9.03,3.2,0.84,1.14,0.0102312
54.1,15.47,11.3,4.58,8.37,3.45,0.97,1.54,0.00906192
52.4,17.25,9.53,6.06,8.95,3.16,0.83,1.06,0.01417752
53.04,16.87,9.99,5.44,9.38,3.1,0.74,1.19,0.01154664
56.64,15.78,9.61,3.25,6.78,3.85,1.48,1.31,0.003654
57.37,17.15,6.39,4.51,6.57,4.09,1.95,0.84,0.01783152
57.29,17.13,6.36,4.53,6.66,4.11,1.95,0.85,0.01827
56.91,17.23,6.4,4.61,6.86,4.11,1.9,0.84,0.0175392
57.17,16.89,6.41,4.72,6.9,4.09,1.89,0.83,0.0197316
57.23,17.08,6.45,4.69,6.55,4.08,1.94,0.85,0.01870848
57.14,16.94,6.54,4.76,6.8,3.93,1.89,0.84,0.0197316
57.03,17.04,6.45,4.71,6.79,4.06,1.91,0.86,0.01987776
57.52,17.07,6.33,4.5,6.63,4.06,1.96,0.83,0.01929312
53.64,16.18,7.82,6.74,8.13,3.63,1.6,0.92,0.040194
59.04,17.07,5.86,3.87,5.97,4.15,2.25,0.77,0.01066968
58.31,17.22,6.14,4.09,6.2,4.05,2.11,0.8,0.01286208
55.29,17.31,6.87,5.69,7.17,4.01,1.63,0.86,0.02513952
56.1,17.11,6.56,5.41,7.11,4.02,1.73,0.83,0.02440872
59.3,17.94,5.61,2.91,5.83,4.3,2.36,0.74,0.00336168
54.67,17.42,7.12,4.9,7.82,4.01,1.82,0.94,0.01286208
61.21,17.73,5.21,2.38,5.32,4.19,2.29,0.73,0.00321552
61.56,17.17,4.82,2.84,5.06,4.42,2.6,0.64,0.00599256
56.11,17.6,6.62,4.28,7.04,4.15,2.06,0.93,0.0095004
56.28,17.25,6.67,4.41,6.98,4.1,2.18,0.91,0.01110816
56.95,17.07,6.74,4.22,6.96,4.05,1.98,0.86,0.01213128
58.38,17.27,6,3.81,6.03,4.4,2.23,0.77,0.01140048
58.13,17.03,5.9,4.34,6.1,4.32,2.31,0.77,0.014616
57.35,17.42,6.4,3.91,6.66,4.24,2.03,0.79,0.0116928
56.07,17.27,6.67,4.81,7.23,4.21,1.7,0.88,0.01666224
56.9,17.33,6.77,4.31,7.01,3.9,1.77,0.85,0.01213128
59.92,17.4,5.45,3.07,5.6,4.46,2.38,0.72,0.00643104
56.7,17.36,6.49,4.35,6.64,4.24,2.17,0.87,0.0124236
56.8,17.15,6.42,4.45,6.71,4.29,2.16,0.86,0.01286208
61.27,17.42,4.96,2.75,5.26,4.43,2.37,0.63,0.003654
58.88,17.45,5.79,3.68,6.1,4.15,2.17,0.77,0.01256976
58.79,17.2,5.89,4.02,6.05,4.31,1.98,0.76,0.0153468
60.58,17.87,4.8,2.42,5.16,4.93,2.66,0.6,0.00204624
53.59,17.93,7.44,5.03,8.27,4.08,1.41,0.98,0.010962
55.08,18.36,6.96,4.34,7.18,4.24,1.7,0.84,0.00467712
55.43,16.95,6.8,5.56,7.54,3.99,1.67,0.89,0.01885464
55.58,18.34,6.7,4.15,7.15,4.29,1.71,0.91,0.0043848
55.95,17.88,6.78,4.2,7.29,4.12,1.71,0.9,0.00482328
56.08,17.03,6.89,5.47,7.12,3.86,1.53,0.86,0.02835504
56.11,17.33,6.54,4.85,6.99,4.33,1.83,0.85,0.01344672
57.17,17.09,6.32,4.65,6.6,4.38,1.88,0.81,0.0160776
57.92,17.03,6.2,4.31,6.64,4.09,1.91,0.81,0.01227744
59.21,17.13,5.5,3.86,5.74,4.54,2.28,0.75,0.00993888
60.71,17.35,5.25,2.93,5.56,4.47,2.13,0.64,0.00482328
61.24,17.01,5.06,3.1,5.4,4.28,2.34,0.67,0.00818496
62.66,17.66,4.45,1.87,4.57,4.63,2.74,0.52,0.00102312
68.11,16.01,2.79,1.16,3.1,4.42,3.51,0.34,0.00248472
53.84,17.17,7.2,6.34,7.68,4.04,1.55,0.94,0.02601648
54.34,16.6,7.16,6.27,7.91,4.03,1.52,0.91,0.0306936
55.29,17.15,6.96,5.3,7.4,4.1,1.62,0.94,0.01885464
55.35,16.95,6.78,5.19,7.78,4.09,1.75,0.91,0.01490832
55.45,16.82,7.03,5.61,7.3,4.03,1.62,0.92,0.02163168
55.62,17.04,6.86,5.26,7.47,4.01,1.7,0.86,0.01622376
55.84,17.35,6.68,4.73,7.27,4.17,1.91,0.84,0.01271592
55.88,17.17,6.57,5.01,7.23,4.34,1.75,0.87,0.0168084
55.91,17.13,6.53,4.91,7.31,4.36,1.77,0.86,0.01666224
55.98,17.46,6.5,4.88,7.04,4.37,1.79,0.85,0.0131544
56.19,17.1,6.89,4.93,7.15,4.08,1.64,0.86,0.0168084
56.43,17.24,6.5,4.75,7.13,4.1,1.82,0.85,0.01446984
56.54,17.44,6.57,4.81,6.87,4.11,1.65,0.88,0.0197316
56.77,17.02,6.26,4.69,7.01,4.31,2.02,0.8,0.0131544
57.16,17.24,6.12,4.43,6.84,4.3,2.05,0.79,0.01256976
63.45,17.2,4.18,1.92,4.25,4.47,3.16,0.51,0.00233856
54.08,17.24,7.05,5.38,7.94,4.17,1.88,0.97,0.014616
54.79,17.03,6.87,5.29,8.04,4.12,1.71,0.91,0.01636992
54.96,17.34,7.01,4.85,7.5,4.19,1.91,0.96,0.01081584
55.4,17.52,6.83,4.57,7.44,4.21,1.89,0.91,0.00979272
55.41,17.37,6.83,4.64,7.46,4.21,1.94,0.9,0.00979272
55.58,17.68,6.7,4.45,7.28,4.26,1.93,0.9,0.00847728
55.88,17.62,6.64,4.41,7.09,4.31,1.96,0.9,0.00833112
58.78,17.72,5.58,3.34,5.85,4.54,2.43,0.72,0.00482328
59.28,17.49,5.49,3.08,5.85,4.5,2.57,0.72,0.00526176
59.49,17.69,5.43,3.09,5.62,4.48,2.51,0.71,0.00467712
59.54,17.61,5.4,3.1,5.65,4.5,2.5,0.7,0.0043848
59.76,17.56,5.3,2.98,5.74,4.43,2.56,0.69,0.00467712
59.78,17.41,5.36,3.05,5.83,4.38,2.49,0.69,0.00482328
59.94,17.4,5.3,3.02,5.62,4.48,2.57,0.69,0.00599256
60.38,17.5,5.15,2.87,5.42,4.46,2.63,0.67,0.00423864
52.73,16.98,9.09,7.28,9.22,2.89,0.57,0.82,0.0263088
63.93,15,7.14,1.81,4.19,4.52,2.19,1.04,0.00394632
48.24,14.02,10.93,16.33,8.01,2.16,0.3,0.68,0.10070424
50.84,18.28,8.85,5.64,10.04,2.86,0.48,0.93,0.01417752
51.06,17.38,9.69,6.85,8.82,3.06,0.77,1.04,0.0263088
51.25,17.81,8.83,6.79,9.96,2.84,0.4,0.92,0.01578528
51.89,17.51,9.34,6.27,9.34,3.01,0.69,0.95,0.01739304
55.77,16.01,7.92,6.03,8.15,3.21,1.1,0.76,0.03157056
53.08,17.41,9.19,5.5,9.46,2.96,0.63,0.84,0.0131544
52.04,17.4,9.37,5.99,9.53,3,0.61,0.98,0.0175392
53.47,18.22,7.93,5.36,8.78,3.37,1.11,0.78,0.01213128
49.11,20.65,7.74,6.77,10.91,2.52,0.46,0.68,0.01403136
51.18,19.56,8.99,4.77,10.59,3.08,0.6,0.91,0.01081584
52,17.84,9.87,4.86,9.35,3.3,0.72,0.99,0.00643104
65,16.2,4.68,2.42,4.7,4.2,1.7,0.45,0.0116928
57.7,16,6.7,5.1,6.6,3.61,1.3,0.56,0.0241164
61.5,16.6,5.44,2.9,5.6,3.97,1.54,0.48,0.0080388
61.08,16.58,5.66,2.63,5.13,3.84,2.71,0.92,0.006416424
63.66,15.62,4.58,1.91,4.13,3.58,3.6,0.73,0.003785544
60.1,16.56,5.78,2.97,5.27,3.85,2.49,0.92,0.009748872
65.75,15.67,4.28,1.76,3.8,3.88,3.37,0.67,0.003171672
66.31,14.98,3.41,1.2,3.03,3.9,3.62,0.55,0
66.13,15.54,4.02,1.56,3.39,3.85,3.58,0.61,0.003347064
66.28,14.99,3.57,1.22,2.96,3.91,3.5,0.56,0
63.81,16.03,4.73,2.02,4.18,3.94,2.94,0.73,0.0043848
58.366,16.765,5.57,2.736,5.537,5.12,3.022,1.011,0.00526176
58.317,16.49,5.76,2.696,5.27,4.24,3.346,1.085,0.00453096
58.504,16.785,5.53,2.502,5.393,5.01,2.699,1.125,0.00380016
58.119,16.698,5.66,2.632,5.673,4.91,2.633,1.173,0.00409248
56.444,16.883,6.23,3.359,6.535,4.74,2.178,1.332,0.0095004
56.697,17.641,6.01,2.972,6.195,4.4,2.129,1.298,0.00482328
56.543,17.021,6.5,3.66,6.686,4.26,1.882,1.281,0.01154664
56.698,17.033,6.18,3.051,6.322,4.66,2.227,1.26,0.0058464
58.473,16.875,5.42,2.458,5.407,5.09,3.005,1.129,0.003654
58.3,16.964,6.05,2.853,5.985,4.81,2.263,1.247,0.00453096
57.597,16.903,5.84,2.921,5.887,4.91,2.538,1.224,0.00570024
60.496,16.978,5.52,2.439,5.266,4.77,2.633,1.144,0.0029232
59.827,16.88,5.63,2.563,5.34,4.64,2.61,1.159,0.00394632
60.336,16.837,5.21,2.31,4.887,4.66,2.988,1.012,0.003654
60.324,16.86,5.23,2.394,4.963,4.74,2.945,0.998,0.00306936
60.347,16.944,5.15,2.45,4.982,4.67,2.95,1.032,0.003654
59.399,17.091,5.62,2.643,5.399,4.96,2.784,1.097,0.00409248
58.245,16.947,5.62,2.718,5.494,5.06,2.886,1.183,0.00453096
59.636,16.878,5.36,2.431,5.207,4.78,2.952,1.117,0.00336168
59.049,16.719,5.34,2.544,5.765,4.95,2.805,1.088,0.00336168
73.7,14.2,1.12,0.27,1.15,4.19,4.26,0.23,0.0014616
73.6,13.9,1.12,0.27,1.23,4.25,4.11,0.22,0.0014616
74,13.9,1.15,0.26,1.23,4.31,4.08,0.23,0.0014616
46.83,14.47,10.14,7.76,7.51,4.17,3.09,3.06,0.0263088
46.83,13.7,8.4,10.08,9.61,2.21,4.14,1.62,0.07410312
50.32,14.73,10.48,7.57,8.21,4.18,0.75,1.93,0.03259368
48.84,14.26,9.72,10.7,8.97,2.6,1.24,1.4,0.07498008
53.35,15.46,9.89,6.42,8.06,3.4,0.57,1.59,0.03478608
40.21,10.27,9.24,12.67,14.2,5.08,1.6,2.07,0.082770408
66.19,15.04,2.98,2.15,2.55,2.93,4.88,0.6,0.00540792
63.05,15.64,3.66,1.59,3.65,3.35,3.84,0.69,0.0051156
66.44,15.62,3.17,1.24,2.5,3.42,4.31,0.63,0.003478608
66.6,16.3,3.19,1.16,2.72,2.57,4.98,0.73,0.001271592
61.2,15.55,4.38,2.33,4.59,2.04,5.44,1.29,0.00555408
52.35,16.55,7.69,4.89,8.27,3,3.07,1.09,0.01110816
60.47,15.3,6.11,1.93,7.03,3.12,3.45,0.76,0.0124236
59.84,16.85,5.55,2.77,5.32,3.31,2.65,0.78,0.00496944
56.47,17.11,6.72,3.66,6.81,3,2.82,1.04,0.00394632
61.36,16.05,4.81,2.62,5.87,3.7,2.43,0.67,0.01666224
53.17,15.02,8.31,5.99,8.01,2.57,2.55,1.14,0.04516344
61.84,16.62,5.25,2.67,5.02,2.93,3.69,0.76,0.007308
55.02,15.8,8.64,4.71,6.57,2.66,2.7,1.28,0.00760032
61.15,17.72,4.21,1.15,4.38,3.29,3.64,0.6,0.0007308
53.34,18.11,7.42,5.22,8.91,3.46,0.57,0.96,0.0124236
53.64,18.22,7.23,5.81,8.83,3.26,0.68,0.99,0.01271592
53.8,18.04,7.78,4.93,7.71,3.81,0.72,1.01,0.01037736
54.24,17.61,7.24,6.12,8.2,3.48,0.63,0.89,0.02762424
54.37,18.56,6.98,5.14,8.16,3.66,0.6,0.92,0.02148552
54.61,17.42,7.17,6.27,8.09,3.34,0.71,0.92,0.02733192
54.85,18.67,7.27,4.58,8.39,3.79,0.66,0.97,0.00716184
54.86,18.02,7.16,4.65,8.3,3.68,0.68,0.95,0.01183896
55.39,19.56,6.95,3.15,7.45,3.78,0.92,1,0.00248472
55.77,17.73,6.39,4.66,7.93,3.67,0.81,0.88,0.01856232
55.83,18.54,6.78,3.89,7.6,3.75,0.9,0.94,0.00672336
55.85,17.78,6.53,4.47,7.59,3.73,0.78,0.84,0.0168084
56.14,18.4,6.83,4.13,7.33,3.81,0.92,0.89,0.00628488
56.28,18.43,6.75,4.02,7.31,3.83,0.92,0.88,0.00599256
56.36,18.52,6.53,4.39,7.37,4.05,0.73,0.83,0.00964656
56.39,18.52,6.7,3.89,7.43,3.79,0.88,0.94,0.00686952
56.61,18.29,6.26,3.64,6.94,4.05,0.85,0.83,0.00613872
56.79,18.79,6.82,3.13,7.28,3.89,0.94,0.98,0.00233856
56.9,18.25,6.49,3.64,7.6,3.54,0.81,0.72,0.00453096
57.24,18.54,6.18,4.04,7.15,4.14,0.79,0.81,0.00891576
57.36,18.24,6.23,4.06,7,4.14,0.71,0.82,0.00613872
57.89,18.25,6.1,3.56,6.71,4.07,1,0.8,0.00540792
58.08,18.11,6.02,3.61,6.81,4.04,0.92,0.81,0.00540792
58.61,18.15,5.95,3.51,6.61,4.21,0.9,0.78,0.00613872
58.63,18.18,5.61,3.65,6.39,3.94,1.03,0.78,0.01213128
59.02,17.75,5.36,3.55,6.27,4.11,0.96,0.71,0.01140048
59.03,17.64,5.36,3.42,6.31,4.14,0.95,0.73,0.00906192
59.44,17.65,5.42,3.67,6.33,4.33,0.98,0.71,0.01125432
61.47,17.55,4.97,3.2,5.71,4.48,1.1,0.64,0.00716184
61.81,17.66,4.67,2.65,5.34,4.41,1.16,0.63,0.00540792
62.54,17.44,4.52,2.49,5.33,4.31,1.2,0.62,0.00423864
62.91,17.56,4.6,2.69,5.36,4.47,1.16,0.61,0.00555408
63.25,17.29,4.4,2.36,5.11,4.44,1.27,0.6,0.00380016
63.26,17.3,4.26,2.28,5.01,4.53,1.24,0.58,0.00482328
63.28,17.41,4.33,2.39,5.08,4.45,1.27,0.58,0.00394632
63.35,17.28,4.44,2.42,5.11,4.41,1.24,0.6,0.00409248
63.42,17.47,4.43,2.56,5.18,4.67,1.23,0.59,0.00453096
63.43,17.37,4.45,2.46,5.2,4.49,1.24,0.61,0.00380016
63.45,17.23,4.48,2.48,5.09,4.44,1.27,0.61,0.00394632
63.64,17.55,4.18,2.31,4.91,4.72,1.22,0.56,0.00306936
63.68,17.56,4.11,2.19,4.85,4.31,1.34,0.61,0.00336168
63.72,17.2,4.18,2.21,4.88,4.49,1.27,0.57,0.00336168
63.75,17.22,4.34,2.33,5.03,4.43,1.26,0.59,0.003654
63.87,17.18,4.44,2.49,4.98,4.43,1.29,0.59,0.003654
64.05,17.18,4.29,2.27,4.97,4.48,1.29,0.58,0.00350784
64.22,17.31,4.5,2.48,4.95,4.51,1.27,0.65,0.00686952
64.29,17.16,4.2,2.31,4.9,4.55,1.3,0.57,0.00336168
64.32,17.27,4.03,2.26,4.76,4.68,1.34,0.55,0.00336168
64.08,17.26,3.72,1.99,4.44,4.48,1.33,0.52,0.00380016
64.59,16.83,3.67,1.96,4.4,4.56,1.38,0.51,0.00263088
64.64,17.15,3.77,2.01,4.54,4.58,1.35,0.53,0.00350784
64.68,16.97,3.79,2.04,4.5,4.58,1.36,0.52,0.00453096
64.8,16.97,3.77,2.03,4.46,4.52,1.39,0.54,0.00233856
64.92,17.17,3.7,1.99,4.54,4.61,1.35,0.52,0.00263088
65.01,17.09,3.73,2.04,4.43,4.77,1.39,0.52,0.00233856
65.09,16.77,3.64,1.98,4.35,4.56,1.41,0.51,0.00306936
65.37,17.13,3.7,1.99,4.41,4.77,1.42,0.51,0.0021924
65.67,17.05,3.59,1.95,4.35,4.73,1.45,0.5,0.00204624
65,16.6,4.08,1.7,4.2,4.25,2.13,0.55,0.001454292
58,16.5,6.75,4.54,6.65,3.75,1.57,0.7,0.022000003
66.8,16.3,3.1,0.92,2.5,4.15,3,0.51,0.000508637
56.5,17.08,6.9,4.24,7.08,3.54,1.31,0.88,0.00844074
58.9,14.95,5.62,4.76,6.5,3.6,2.94,0.84,0.025298834
61.68,16.43,5.43,1.7,3.61,6.2,2.43,1.29,0
61.36,16.39,5.74,1.72,3.77,5.95,2.4,1.36,0
61.83,16.43,5.37,1.7,3.53,6.07,2.45,1.3,0
56,17,7.49,4.53,7.3,3.42,0.91,0.75,0.0233856
62.25,16.1,5.36,3.01,5.12,3.71,2,0.71,0.01636992
65,15,5.24,1.75,4.17,3.55,2.29,0.84,0.007308
60.7,16.3,5.77,3.3,5.4,3.56,1.65,0.66,0.01724688
64.3,15.4,4.87,2.74,4.5,3.4,2.23,0.54,0.0138852
57.1,17.8,7.11,3.72,6.82,3.49,0.88,0.58,0.0087696
55,17.55,7.92,5.2,8.12,3.25,0.9,0.69,0.00774648
56,18.2,7.47,4.05,7.65,3.72,1.02,0.74,0.00628488
60.9,16,5.88,3.15,5.85,3.55,1.69,0.62,0.0080388
60,17.1,6.14,3.17,6.2,3.73,1.13,0.59,0.0058464
56,18.7,7.15,3.38,7.75,3.6,1.03,0.8,0.0051156
59.2,15.75,6.39,4.6,6.88,3.5,1.31,0.66,0.029232
61.1,17.25,5.33,2.01,5.75,3.8,1.47,0.54,0.00058464
63.4,15.9,4.75,2.63,5.07,3.72,1.55,0.49,0.0116928
64.8,16.2,4.02,2.37,4.9,3.85,1.43,0.38,0.0087696
62.6,16.1,5.08,2.68,5.5,3.9,1.4,0.55,0.0095004
61,16,5.53,3.35,6.12,3.58,1.47,0.52,0.010962
62.25,16.1,5.44,3.15,5.63,3.6,1.41,0.51,0.0087696
60.6,16.75,6.12,2.9,5.9,3.57,1.32,0.54,0.0043848
61.4,17.1,5.83,2.63,5.52,3.72,1.3,0.47,0.00409248
65,15.3,4.57,2.69,4.3,3.73,1.91,0.57,0.01330056
62.2,15.35,5.3,4.25,5.8,3.55,1.52,0.48,0.029232
61,16.8,5.17,3.45,5.98,3.71,1.37,0.56,0.01636992
64.5,15.8,4.4,2.72,5.09,3.84,1.45,0.42,0.01125432
61,16,5.62,4.4,6.4,3.7,1.25,0.53,0.01783152
63.3,16,4.36,2.8,4.7,4,1.49,0.43,0.01066968
64.2,15.8,4.09,2.56,4.9,3.75,1.5,0.4,0.0102312
64.8,15.15,4.7,3.05,4.7,3.8,1.56,0.46,0.0153468
67.9,15.8,3.19,1.54,4.1,4.08,1.58,0.33,0.00336168
68.2,15.6,3.53,1.26,3.77,4.12,1.68,0.34,0.0021924
63.2,15.5,5.29,3.6,5.65,3.75,1.45,0.51,0.02075472
64.9,16.33,4.5,2.14,5.11,3.62,1.48,0.53,0.00394632
68.89,8.21,15.11,0.68,0.54,3.85,0.11,0.38,0.00058464
58.81,16.16,6.17,5.09,5.79,1.97,3.16,1.31,0.0336168
59.07,16.15,6.35,5.04,5.71,2.1,3.08,1.29,0.03420144
56.66,17.09,6.9,5.2,6.56,2.22,2.7,1.43,0.0299628
53.37,15.8,7.51,7.08,7.89,2.6,2.49,1.44,0.05422536
55.15,15.44,7.35,8.4,7.04,2.51,2.23,1.26,0.07702632
54.28,15.85,7.52,6.63,7.45,2.36,2.57,1.39,0.05276376
54.64,16.09,6.99,6.86,7.41,2.76,2.3,1.81,0.05729472
49.6,14.6,8.59,10.97,8.8,3.3,1.3,1,0.084876574
64,16.15,3.43,1.82,3.8,4.28,3.13,0.44,0.005637391
58.6,17.65,5.56,3.22,5.9,4.44,2.38,0.68,0.00628488
49.69,16.68,8.87,6.17,9.26,2.79,2.86,1.11,0.02645496
70.52,14.54,2.26,0.57,1.52,3.28,4.81,0.35,0.02470104
69.96,14.55,2.27,0.65,1.74,3.39,4.54,0.42,0.05276376
65.7,15.4,3.3,1.63,3.41,4.28,2.95,0.601,0.00526176
62.8,16,4.93,2.26,5.19,3.46,3.03,0.721,0.00087696
57.06,18.83,6.07,2.61,6.39,4.37,1.88,0.88,0.00116928
59.27,18.87,5.52,2.14,5.83,4.67,2.35,0.99,0.0014616
63.5,16.2,4.16,1.83,4.25,4.49,2.86,0.872,0.00014616
61.6,16.5,4.79,2.43,4.67,4.38,2.52,0.948,0.00175392
56.28,16.48,7.17,4.2,6.71,4.15,2.46,1.44,0.00029232
59.53,16.36,6.34,3.28,5.55,4.35,2.82,1.31,0.00190008
59.15,16.37,6.29,3.25,5.49,4.35,2.91,1.3,0.00277704
59.17,16.31,6.39,3.3,5.55,4.39,2.89,1.32,0.00116928
59.11,16.35,6.42,3.38,5.57,4.39,2.89,1.33,0.00306936
59.1,16.52,6.3,3.2,5.61,4.42,2.81,1.25,0.00613872
59.35,16.4,6.55,3.4,5.66,4.4,2.79,1.35,0.00116928
53.21,15.9,7.91,5.05,7.37,4.29,2.67,1.64,0.003838162
52.99,15.85,7.9,4.89,7.54,4.25,2.49,1.61,0.00029232
53.14,15.86,7.78,5.01,7.5,4.22,2.52,1.61,0
53.13,15.97,7.91,4.98,7.64,4.18,2.5,1.63,0.003741696
64.6,15.8,4.01,1.97,4.02,4.07,3.09,0.625,0.00029232
62.73,17.62,3.51,1.53,4.9,4.53,2.52,0.59,0.05729472
65.25,16.43,3.51,1.61,3.86,4.63,2.81,0.6,0.04121712
60.6,17.4,4.98,2.44,5.68,4.07,1.99,0.721,0.00058464
63.7,15.8,4.26,2.24,4.36,4.21,2.5,0.761,0.00175392
62.1,15.7,3.89,2.04,4.55,4.24,2.82,0.751,0.00686952
57.5,16.2,5.84,4.07,6.48,4.07,1.94,1.057,0.02294712
64.1,16.1,3.88,2,4.12,4.57,2.77,0.715,0.02031624
62.9,16.1,4.86,2.67,5.03,3.44,2.77,0.775,0.02207016
59.8,16.1,5.34,3.26,5.7,4.3,2.08,1.008,0.00920808
62.8,15.9,4.19,2.3,4.47,4.37,2.63,0.801,0.01213128
54.3,15.8,7.14,7.68,8.4,3.17,1.05,0.826,0.02280096
61.6,16.7,4.63,2.405,4.985,3.68,2.78,0.6765,0.0533484
59.96,18.14,5.62,2.31,5.58,4.02,2.92,0.77,0.00453096
61.76,17.74,5.01,1.94,5.07,4.28,2.54,0.66,0.01417752
61.68,16.5,3.31,3.05,5.3,3.6,2.83,0.77,0.003654
61.59,16.47,5,3.05,5.26,3.64,2.74,0.76,0.00701568
60.05,16.19,5.54,3.81,6.17,3.26,2.33,0.85,0.00306936
52.81,15.22,8.04,7.57,7.61,3.13,2.4,1.31,0.001256976
52.46,16.25,8.7,5.29,7.74,2.98,1.97,1.36,0.0021924
56.9,18.52,2.53,3.03,7.16,3.61,1.18,0.655,0.00306936
58.4,18.3,3.65,2.85,6.68,3.45,1.67,0.641,0.00087696
57.8,18.2,3.24,3.25,7.15,3.41,1.45,0.657,0.0007308
62.6,16.6,0.93,1.18,4.37,4.35,3.17,0.744,0.00306936
60.5,15.9,3.17,2.78,5.08,3.16,3.38,0.82,0.0043848
56.8,17.8,4.51,3.43,6.94,3.65,1.87,0.876,0.00350784
57.2,17.7,3.62,3.2,6.56,3.71,1.9,0.837,0.00686952
59.2,17,3.03,2.59,5.37,3.66,2.96,0.813,0.00409248
71.62,15.25,1.81,0.57,1.79,3.53,4.27,0.28,0.00496944
64.98,17.6,3.91,1.71,5.33,4.73,1.12,0.43,0.00263088
64.2,17.69,4.18,1.86,5.51,4.66,1.08,0.45,0.00277704
63.05,17.27,5.1,2.42,5.73,4.44,1.04,0.56,0.00701568
62.77,17.04,5.24,2.7,5.43,3.99,1.77,0.48,0.00789264
61.3,16.4,5.34,2.67,5.51,3.84,1.78,0.47,0.007308
61.97,16.78,4.98,2.84,5.14,3.84,1.84,0.48,0.00833112
62,16.69,5.32,3.7,5.85,4.11,1.36,0.5,0.01885464
59.92,17.39,5.88,3.81,6.28,3.97,0.98,0.61,0.01710072
59.23,16.89,6.69,3.98,6.43,3.94,0.88,0.61,0.021924
61.03,17.32,5.35,2.87,6.13,4.28,1.15,0.56,0.00628488
57.21,17.14,7.16,5.24,7.01,3.75,1.02,0.76,0.029232
54.65,17.52,7.56,6.01,7.3,3.56,0.54,0.87,0.04443264
55.82,18.53,7.21,3.23,7.45,4.03,1.25,0.93,0.00570024
56.64,17.05,7.18,5.18,7.12,3.72,0.99,0.77,0.03244752
65.34,15.65,5.25,1.25,3.46,4.11,2.74,0.92,0.0021924
63.06,16.18,4.96,2.53,4.94,3.78,2.55,0.69,0.00643104
76.11,12.81,0.77,0.06,0.44,3.81,4.62,0.08,0.00043848
66.99,15.35,3.26,1.33,3.19,3.77,3.81,0.69,0.00467712
60.47,17.45,5.86,2.99,5.83,3.97,1.6,0.78,0.00496944
56.73,16.24,6.51,5.31,7.16,3.46,2.01,0.95,0.02104704
62.37,15.53,4.72,3.48,5.15,3.93,2.1,0.64,0.02499336
62.12,16.6,5.34,3.43,5.68,4.19,1.89,0.69,0.0116928
61.66,16.64,5.53,3.65,5.95,4.1,1.06,0.74,0.01052352
62,16.08,5.1,3.26,5.49,4.05,2.17,0.68,0.00906192
61.7,16.29,5.16,2.93,5.44,4.25,2.36,0.78,0.00774648
61.41,16.44,5.38,3.26,5.72,4.1,1.79,0.7,0.0138852
59.62,16.41,5.97,4.08,6.27,3.98,1.79,0.79,0.0211932
57.48,16.31,6.15,3.89,6.25,3.69,1.97,0.83,0.02104704
46.93,18.95,8.24,2.41,8.4,6.1,4.05,1.25,0.0014616
45.98,19.13,7.77,2.37,9.31,6.62,2.46,1.1,0.00058464
44.28,17.67,9.93,5.33,11.36,5,1.57,1.56,0.0021924
54.03,19.68,5.7,1.8,6.17,6.41,4.16,0.76,0.00102312
54.11,19.68,5.74,1.82,6.04,6.21,4.07,0.78,0.00233856
